# File data events on timelines in the model
# No.   Airport    AircraftType     EventDate_EventTime
187  DAD  02  001_13h05
188  DAD  02  001_14h00
189  DAD  02  001_14h05
190  DAD  02  001_15h00
191  DAD  02  001_15h05
192  DAD  02  001_15h30
193  DAD  02  001_15h55
194  DAD  02  001_16h00
195  DAD  02  001_16h05
196  DAD  02  001_17h00
197  DAD  02  001_17h05
198  DAD  02  001_17h35
199  DAD  02  001_18h00
200  DAD  02  001_18h05
201  DAD  02  001_19h00
202  DAD  02  001_19h05
203  DAD  02  001_19h20
204  DAD  02  001_19h35
205  DAD  02  001_20h00
206  DAD  02  001_20h05
207  DAD  02  001_20h30
208  DAD  02  001_22h05
209  DAD  03  001_08h00
210  DAD  03  001_08h05
211  DAD  03  001_08h45
212  DAD  03  001_08h50
213  DAD  03  001_09h00
214  DAD  03  001_09h05
215  DAD  03  001_10h00
216  DAD  03  001_11h00
217  DAD  03  001_11h05
218  DAD  03  001_12h00
219  DAD  03  001_12h05
220  DAD  03  001_12h30
221  DAD  03  001_12h35
222  DAD  03  001_13h00
223  DAD  03  001_13h05
224  DAD  03  001_14h00
225  DAD  03  001_14h05
226  DAD  03  001_15h00
227  DAD  03  001_15h05
228  DAD  03  001_15h30
229  DAD  03  001_15h55
230  DAD  03  001_16h00
231  DAD  03  001_16h05
232  DAD  03  001_17h00
233  DAD  03  001_17h05
234  DAD  03  001_17h35
235  DAD  03  001_18h00
236  DAD  03  001_18h05
237  DAD  03  001_19h00
238  DAD  03  001_19h05
239  DAD  03  001_19h20
240  DAD  03  001_19h35
241  DAD  03  001_20h00
242  DAD  03  001_20h05
243  DAD  03  001_20h30
244  DAD  03  001_22h05
245  DAD  04  001_08h00
246  DAD  04  001_08h05
247  DAD  04  001_08h45
248  DAD  04  001_08h50
249  DAD  04  001_09h00
250  DAD  04  001_09h05
251  DAD  04  001_10h00
252  DAD  04  001_11h00
253  DAD  04  001_11h05
254  DAD  04  001_12h00
255  DAD  04  001_12h05
256  DAD  04  001_12h30
257  DAD  04  001_12h35
258  DAD  04  001_13h00
259  DAD  04  001_13h05
260  DAD  04  001_14h00
261  DAD  04  001_14h05
262  DAD  04  001_15h00
263  DAD  04  001_15h05
264  DAD  04  001_15h30
265  DAD  04  001_15h55
266  DAD  04  001_16h00
267  DAD  04  001_16h05
268  DAD  04  001_17h00
269  DAD  04  001_17h05
270  DAD  04  001_17h35
271  DAD  04  001_18h00
272  DAD  04  001_18h05
273  DAD  04  001_19h00
274  DAD  04  001_19h05
275  DAD  04  001_19h20
276  DAD  04  001_19h35
277  DAD  04  001_20h00
278  DAD  04  001_20h05
279  DAD  04  001_20h30
280  DAD  04  001_22h05
281  DAD  05  001_08h00
282  DAD  05  001_08h05
283  DAD  05  001_08h45
284  DAD  05  001_08h50
285  DAD  05  001_09h00
286  DAD  05  001_09h05
287  DAD  05  001_10h00
288  DAD  05  001_11h00
289  DAD  05  001_11h05
290  DAD  05  001_12h00
291  DAD  05  001_12h05
292  DAD  05  001_12h30
293  DAD  05  001_12h35
294  DAD  05  001_13h00
295  DAD  05  001_13h05
296  DAD  05  001_14h00
297  DAD  05  001_14h05
298  DAD  05  001_15h00
299  DAD  05  001_15h05
300  DAD  05  001_15h30
301  DAD  05  001_15h55
302  DAD  05  001_16h00
303  DAD  05  001_16h05
304  DAD  05  001_17h00
305  DAD  05  001_17h05
306  DAD  05  001_17h35
307  DAD  05  001_18h00
308  DAD  05  001_18h05
309  DAD  05  001_19h00
310  DAD  05  001_19h05
311  DAD  05  001_19h20
312  DAD  05  001_19h35
313  DAD  05  001_20h00
314  DAD  05  001_20h05
315  DAD  05  001_20h30
316  DAD  05  001_22h05
317  DIN  01  001_12h25
318  DIN  01  001_12h50
319  DIN  01  001_15h30
320  DIN  01  001_15h55
321  DIN  02  001_12h25
322  DIN  02  001_12h50
323  DIN  02  001_15h30
324  DIN  02  001_15h55
325  DIN  03  001_12h25
326  DIN  03  001_12h50
327  DIN  03  001_15h30
328  DIN  03  001_15h55
329  DLI  01  001_08h05
330  DLI  01  001_08h10
331  DLI  01  001_10h40
332  DLI  01  001_10h45
333  DLI  01  001_11h55
334  DLI  01  001_12h00
335  DLI  01  001_14h40
336  DLI  01  001_14h45
337  DLI  01  001_21h35
338  DLI  01  001_21h40
339  DLI  02  001_08h05
340  DLI  02  001_08h10
341  DLI  02  001_10h40
342  DLI  02  001_10h45
343  DLI  02  001_11h55
344  DLI  02  001_12h00
345  DLI  02  001_14h40
346  DLI  02  001_14h45
347  DLI  02  001_21h35
348  DLI  02  001_21h40
349  DLI  03  001_08h05
350  DLI  03  001_08h10
351  DLI  03  001_10h40
352  DLI  03  001_10h45
353  DLI  03  001_11h55
354  DLI  03  001_12h00
355  DLI  03  001_14h40
356  DLI  03  001_14h45
357  DLI  03  001_21h35
358  DLI  03  001_21h40
359  DLI  04  001_08h05
360  DLI  04  001_08h10
361  DLI  04  001_10h40
362  DLI  04  001_10h45
363  DLI  04  001_11h55
364  DLI  04  001_12h00
365  DLI  04  001_14h40
366  DLI  04  001_14h45
367  DLI  04  001_21h35
368  DLI  04  001_21h40
369  DLI  05  001_08h05
370  DLI  05  001_08h10
371  DLI  05  001_10h40
372  DLI  05  001_10h45
373  DLI  05  001_11h55
374  DLI  05  001_12h00
375  DLI  05  001_14h40
376  DLI  05  001_14h45
377  DLI  05  001_21h35
378  DLI  05  001_21h40
379  HAN  01  001_06h00
380  HAN  01  001_06h30
381  HAN  01  001_06h50
382  HAN  01  001_07h00
383  HAN  01  001_07h15
384  HAN  01  001_07h20
385  HAN  01  001_08h00
386  HAN  01  001_08h30
387  HAN  01  001_08h55
388  HAN  01  001_09h00
389  HAN  01  001_09h40
390  HAN  01  001_09h45
391  HAN  01  001_09h55
392  HAN  01  001_10h00
393  HAN  01  001_10h05
394  HAN  01  001_10h30
395  HAN  01  001_10h50
396  HAN  01  001_10h55
397  HAN  01  001_11h00
398  HAN  01  001_11h05
399  HAN  01  001_11h10
400  HAN  01  001_11h20
401  HAN  01  001_11h25
402  HAN  01  001_11h35
403  HAN  01  001_11h40
404  HAN  01  001_11h50
405  HAN  01  001_11h55
406  HAN  01  001_12h00
407  HAN  01  001_12h05
408  HAN  01  001_12h30
409  HAN  01  001_12h40
410  HAN  01  001_12h55
411  HAN  01  001_13h00
412  HAN  01  001_13h05
413  HAN  01  001_13h25
414  HAN  01  001_13h55
415  HAN  01  001_14h00
416  HAN  01  001_14h05
417  HAN  01  001_14h10
418  HAN  01  001_14h30
419  HAN  01  001_14h55
420  HAN  01  001_15h00
421  HAN  01  001_15h20
422  HAN  01  001_15h30
423  HAN  01  001_15h55
424  HAN  01  001_16h00
425  HAN  01  001_16h05
426  HAN  01  001_16h20
427  HAN  01  001_16h25
428  HAN  01  001_16h30
429  HAN  01  001_16h55
430  HAN  01  001_17h00
431  HAN  01  001_17h05
432  HAN  01  001_17h15
433  HAN  01  001_17h20
434  HAN  01  001_17h25
435  HAN  01  001_17h30
436  HAN  01  001_17h40
437  HAN  01  001_17h50
438  HAN  01  001_17h55
439  HAN  01  001_18h00
440  HAN  01  001_18h25
441  HAN  01  001_18h55
442  HAN  01  001_19h00
443  HAN  01  001_19h15
444  HAN  01  001_19h30
445  HAN  01  001_19h55
446  HAN  01  001_20h00
447  HAN  01  001_20h05
448  HAN  01  001_20h25
449  HAN  01  001_20h55
450  HAN  01  001_21h00
451  HAN  01  001_21h05
452  HAN  01  001_21h10
453  HAN  01  001_21h15
454  HAN  01  001_21h30
455  HAN  01  001_21h55
456  HAN  01  001_22h00
457  HAN  01  001_22h05
458  HAN  01  001_22h35
459  HAN  01  001_23h15
460  HAN  01  001_23h55
461  HAN  01  002_00h15
462  HAN  01  002_00h25
463  HAN  01  002_00h55
464  HAN  02  001_06h00
465  HAN  02  001_06h30
466  HAN  02  001_06h50
467  HAN  02  001_07h00
468  HAN  02  001_07h15
469  HAN  02  001_07h20
470  HAN  02  001_08h00
471  HAN  02  001_08h30
472  HAN  02  001_08h55
473  HAN  02  001_09h00
474  HAN  02  001_09h40
475  HAN  02  001_09h45
476  HAN  02  001_09h55
477  HAN  02  001_10h00
478  HAN  02  001_10h05
479  HAN  02  001_10h30
480  HAN  02  001_10h50
481  HAN  02  001_10h55
482  HAN  02  001_11h00
483  HAN  02  001_11h05
484  HAN  02  001_11h10
485  HAN  02  001_11h20
486  HAN  02  001_11h25
487  HAN  02  001_11h35
488  HAN  02  001_11h40
489  HAN  02  001_11h50
490  HAN  02  001_11h55
491  HAN  02  001_12h00
492  HAN  02  001_12h05
493  HAN  02  001_12h30
494  HAN  02  001_12h40
495  HAN  02  001_12h55
496  HAN  02  001_13h00
497  HAN  02  001_13h05
498  HAN  02  001_13h25
499  HAN  02  001_13h55
500  HAN  02  001_14h00
501  HAN  02  001_14h05
502  HAN  02  001_14h10
503  HAN  02  001_14h30
504  HAN  02  001_14h55
505  HAN  02  001_15h00
506  HAN  02  001_15h20
507  HAN  02  001_15h30
508  HAN  02  001_15h55
509  HAN  02  001_16h00
510  HAN  02  001_16h05
511  HAN  02  001_16h20
512  HAN  02  001_16h25
513  HAN  02  001_16h30
514  HAN  02  001_16h55
515  HAN  02  001_17h00
516  HAN  02  001_17h05
517  HAN  02  001_17h15
518  HAN  02  001_17h20
519  HAN  02  001_17h25
520  HAN  02  001_17h30
521  HAN  02  001_17h40
522  HAN  02  001_17h50
523  HAN  02  001_17h55
524  HAN  02  001_18h00
525  HAN  02  001_18h25
526  HAN  02  001_18h55
527  HAN  02  001_19h00
528  HAN  02  001_19h15
529  HAN  02  001_19h30
530  HAN  02  001_19h55
531  HAN  02  001_20h00
532  HAN  02  001_20h05
533  HAN  02  001_20h25
534  HAN  02  001_20h55
535  HAN  02  001_21h00
536  HAN  02  001_21h05
537  HAN  02  001_21h10
538  HAN  02  001_21h15
539  HAN  02  001_21h30
540  HAN  02  001_21h55
541  HAN  02  001_22h00
542  HAN  02  001_22h05
543  HAN  02  001_22h35
544  HAN  02  001_23h15
545  HAN  02  001_23h55
546  HAN  02  002_00h15
547  HAN  02  002_00h25
548  HAN  02  002_00h55
549  HAN  03  001_06h00
550  HAN  03  001_06h30
551  HAN  03  001_06h50
552  HAN  03  001_07h00
553  HAN  03  001_07h15
554  HAN  03  001_07h20
555  HAN  03  001_08h00
556  HAN  03  001_08h30
557  HAN  03  001_08h55
558  HAN  03  001_09h00
559  HAN  03  001_09h40
560  HAN  03  001_09h45
561  HAN  03  001_09h55
562  HAN  03  001_10h00
563  HAN  03  001_10h05
564  HAN  03  001_10h30
565  HAN  03  001_10h50
566  HAN  03  001_10h55
567  HAN  03  001_11h00
568  HAN  03  001_11h05
569  HAN  03  001_11h10
570  HAN  03  001_11h20
571  HAN  03  001_11h25
572  HAN  03  001_11h35
573  HAN  03  001_11h40
574  HAN  03  001_11h50
575  HAN  03  001_11h55
576  HAN  03  001_12h00
577  HAN  03  001_12h05
578  HAN  03  001_12h30
579  HAN  03  001_12h40
580  HAN  03  001_12h55
581  HAN  03  001_13h00
582  HAN  03  001_13h05
583  HAN  03  001_13h25
584  HAN  03  001_13h55
585  HAN  03  001_14h00
586  HAN  03  001_14h05
587  HAN  03  001_14h10
588  HAN  03  001_14h30
589  HAN  03  001_14h55
590  HAN  03  001_15h00
591  HAN  03  001_15h20
592  HAN  03  001_15h30
593  HAN  03  001_15h55
594  HAN  03  001_16h00
595  HAN  03  001_16h05
596  HAN  03  001_16h20
597  HAN  03  001_16h25
598  HAN  03  001_16h30
599  HAN  03  001_16h55
600  HAN  03  001_17h00
601  HAN  03  001_17h05
602  HAN  03  001_17h15
603  HAN  03  001_17h20
604  HAN  03  001_17h25
605  HAN  03  001_17h30
606  HAN  03  001_17h40
607  HAN  03  001_17h50
608  HAN  03  001_17h55
609  HAN  03  001_18h00
610  HAN  03  001_18h25
611  HAN  03  001_18h55
612  HAN  03  001_19h00
613  HAN  03  001_19h15
614  HAN  03  001_19h30
615  HAN  03  001_19h55
616  HAN  03  001_20h00
617  HAN  03  001_20h05
618  HAN  03  001_20h25
619  HAN  03  001_20h55
620  HAN  03  001_21h00
621  HAN  03  001_21h05
622  HAN  03  001_21h10
623  HAN  03  001_21h15
624  HAN  03  001_21h30
625  HAN  03  001_21h55
626  HAN  03  001_22h00
627  HAN  03  001_22h05
628  HAN  03  001_22h35
629  HAN  03  001_23h15
630  HAN  03  001_23h55
631  HAN  03  002_00h15
632  HAN  03  002_00h25
633  HAN  03  002_00h55
634  HAN  04  001_06h00
635  HAN  04  001_06h30
636  HAN  04  001_06h50
637  HAN  04  001_07h00
638  HAN  04  001_07h15
639  HAN  04  001_07h20
640  HAN  04  001_08h00
641  HAN  04  001_08h30
642  HAN  04  001_08h55
643  HAN  04  001_09h00
644  HAN  04  001_09h40
645  HAN  04  001_09h45
646  HAN  04  001_09h55
647  HAN  04  001_10h00
648  HAN  04  001_10h05
649  HAN  04  001_10h30
650  HAN  04  001_10h55
651  HAN  04  001_11h00
652  HAN  04  001_11h05
653  HAN  04  001_11h10
654  HAN  04  001_11h20
655  HAN  04  001_11h25
656  HAN  04  001_11h35
657  HAN  04  001_11h40
658  HAN  04  001_11h50
659  HAN  04  001_11h55
660  HAN  04  001_12h00
661  HAN  04  001_12h05
662  HAN  04  001_12h30
663  HAN  04  001_12h40
664  HAN  04  001_12h55
665  HAN  04  001_13h00
666  HAN  04  001_13h05
667  HAN  04  001_13h25
668  HAN  04  001_13h55
669  HAN  04  001_14h00
670  HAN  04  001_14h05
671  HAN  04  001_14h30
672  HAN  04  001_14h55
673  HAN  04  001_15h00
674  HAN  04  001_15h20
675  HAN  04  001_15h30
676  HAN  04  001_15h55
677  HAN  04  001_16h00
678  HAN  04  001_16h05
679  HAN  04  001_16h20
680  HAN  04  001_16h25
681  HAN  04  001_16h30
682  HAN  04  001_16h55
683  HAN  04  001_17h00
684  HAN  04  001_17h05
685  HAN  04  001_17h20
686  HAN  04  001_17h25
687  HAN  04  001_17h30
688  HAN  04  001_17h40
689  HAN  04  001_17h50
690  HAN  04  001_17h55
691  HAN  04  001_18h00
692  HAN  04  001_18h25
693  HAN  04  001_18h55
694  HAN  04  001_19h00
695  HAN  04  001_19h15
696  HAN  04  001_19h30
697  HAN  04  001_19h55
698  HAN  04  001_20h00
699  HAN  04  001_20h05
700  HAN  04  001_20h25
701  HAN  04  001_20h55
702  HAN  04  001_21h00
703  HAN  04  001_21h05
704  HAN  04  001_21h10
705  HAN  04  001_21h15
706  HAN  04  001_21h30
707  HAN  04  001_21h55
708  HAN  04  001_22h00
709  HAN  04  001_22h05
710  HAN  04  001_22h35
711  HAN  04  001_23h15
712  HAN  04  001_23h55
713  HAN  04  002_00h15
714  HAN  04  002_00h25
715  HAN  04  002_00h55
716  HAN  05  001_06h00
717  HAN  05  001_06h30
718  HAN  05  001_06h50
719  HAN  05  001_07h00
720  HAN  05  001_07h15
721  HAN  05  001_07h20
722  HAN  05  001_08h00
723  HAN  05  001_08h30
724  HAN  05  001_08h55
725  HAN  05  001_09h00
726  HAN  05  001_09h40
727  HAN  05  001_09h45
728  HAN  05  001_09h55
729  HAN  05  001_10h00
730  HAN  05  001_10h05
731  HAN  05  001_10h30
732  HAN  05  001_10h55
733  HAN  05  001_11h00
734  HAN  05  001_11h05
735  HAN  05  001_11h10
736  HAN  05  001_11h20
737  HAN  05  001_11h25
738  HAN  05  001_11h35
739  HAN  05  001_11h40
740  HAN  05  001_11h50
741  HAN  05  001_11h55
742  HAN  05  001_12h00
743  HAN  05  001_12h05
744  HAN  05  001_12h30
745  HAN  05  001_12h40
746  HAN  05  001_12h55
747  HAN  05  001_13h00
748  HAN  05  001_13h05
749  HAN  05  001_13h25
750  HAN  05  001_13h55
751  HAN  05  001_14h00
752  HAN  05  001_14h05
753  HAN  05  001_14h30
754  HAN  05  001_14h55
755  HAN  05  001_15h00
756  HAN  05  001_15h20
757  HAN  05  001_15h30
758  HAN  05  001_15h55
759  HAN  05  001_16h00
760  HAN  05  001_16h05
761  HAN  05  001_16h20
762  HAN  05  001_16h25
763  HAN  05  001_16h30
764  HAN  05  001_16h55
765  HAN  05  001_17h00
766  HAN  05  001_17h05
767  HAN  05  001_17h20
768  HAN  05  001_17h25
769  HAN  05  001_17h30
770  HAN  05  001_17h40
771  HAN  05  001_17h50
772  HAN  05  001_17h55
773  HAN  05  001_18h00
774  HAN  05  001_18h25
775  HAN  05  001_18h55
776  HAN  05  001_19h00
777  HAN  05  001_19h15
778  HAN  05  001_19h30
779  HAN  05  001_19h55
780  HAN  05  001_20h00
781  HAN  05  001_20h05
782  HAN  05  001_20h25
783  HAN  05  001_20h55
784  HAN  05  001_21h00
785  HAN  05  001_21h05
786  HAN  05  001_21h10
787  HAN  05  001_21h15
788  HAN  05  001_21h30
789  HAN  05  001_21h55
790  HAN  05  001_22h00
791  HAN  05  001_22h05
792  HAN  05  001_22h35
793  HAN  05  001_23h15
794  HAN  05  001_23h55
795  HAN  05  002_00h15
796  HAN  05  002_00h25
797  HAN  05  002_00h55
798  HPH  01  001_06h25
799  HPH  01  001_08h45
800  HPH  01  001_08h50
801  HPH  01  001_11h10
802  HPH  01  001_11h15
803  HPH  01  001_13h55
804  HPH  01  001_15h00
805  HPH  01  001_15h05
806  HPH  01  001_16h50
807  HPH  01  001_17h00
808  HPH  01  001_22h20
809  HPH  02  001_06h25
810  HPH  02  001_08h45
811  HPH  02  001_08h50
812  HPH  02  001_11h10
813  HPH  02  001_11h15
814  HPH  02  001_13h55
815  HPH  02  001_15h00
816  HPH  02  001_15h05
817  HPH  02  001_16h50
818  HPH  02  001_17h00
819  HPH  02  001_22h20
820  HPH  03  001_06h25
821  HPH  03  001_08h45
822  HPH  03  001_08h50
823  HPH  03  001_11h10
824  HPH  03  001_11h15
825  HPH  03  001_13h55
826  HPH  03  001_15h00
827  HPH  03  001_15h05
828  HPH  03  001_16h50
829  HPH  03  001_17h00
830  HPH  03  001_22h20
831  HPH  04  001_06h25
832  HPH  04  001_08h45
833  HPH  04  001_08h50
834  HPH  04  001_11h10
835  HPH  04  001_11h15
836  HPH  04  001_13h55
837  HPH  04  001_15h00
838  HPH  04  001_15h05
839  HPH  04  001_16h50
840  HPH  04  001_17h00
841  HPH  04  001_22h20
842  HPH  05  001_06h25
843  HPH  05  001_08h45
844  HPH  05  001_08h50
845  HPH  05  001_11h10
846  HPH  05  001_11h15
847  HPH  05  001_13h55
848  HPH  05  001_15h00
849  HPH  05  001_15h05
850  HPH  05  001_16h50
851  HPH  05  001_17h00
852  HPH  05  001_22h20
853  HUI  01  001_08h40
854  HUI  01  001_08h45
855  HUI  01  001_10h25
856  HUI  01  001_10h30
857  HUI  01  001_13h45
858  HUI  01  001_13h50
859  HUI  01  001_18h00
860  HUI  01  001_18h05
861  HUI  01  001_18h10
862  HUI  01  001_18h15
863  HUI  01  001_21h00
864  HUI  01  001_21h05
865  HUI  01  001_21h10
866  HUI  01  001_21h15
867  HUI  02  001_08h40
868  HUI  02  001_08h45
869  HUI  02  001_10h25
870  HUI  02  001_10h30
871  HUI  02  001_13h45
872  HUI  02  001_13h50
873  HUI  02  001_18h00
874  HUI  02  001_18h05
875  HUI  02  001_18h10
876  HUI  02  001_18h15
877  HUI  02  001_21h00
878  HUI  02  001_21h05
879  HUI  02  001_21h10
880  HUI  02  001_21h15
881  HUI  03  001_08h40
882  HUI  03  001_08h45
883  HUI  03  001_10h25
884  HUI  03  001_10h30
885  HUI  03  001_13h45
886  HUI  03  001_13h50
887  HUI  03  001_18h00
888  HUI  03  001_18h05
889  HUI  03  001_18h10
890  HUI  03  001_18h15
891  HUI  03  001_21h00
892  HUI  03  001_21h05
893  HUI  03  001_21h10
894  HUI  03  001_21h15
895  HUI  04  001_08h40
896  HUI  04  001_08h45
897  HUI  04  001_10h25
898  HUI  04  001_10h30
899  HUI  04  001_13h45
900  HUI  04  001_13h50
901  HUI  04  001_18h00
902  HUI  04  001_18h05
903  HUI  04  001_18h10
904  HUI  04  001_18h15
905  HUI  04  001_21h00
906  HUI  04  001_21h05
907  HUI  04  001_21h10
908  HUI  04  001_21h15
909  HUI  05  001_08h40
910  HUI  05  001_08h45
911  HUI  05  001_10h25
912  HUI  05  001_10h30
913  HUI  05  001_13h45
914  HUI  05  001_13h50
915  HUI  05  001_18h00
916  HUI  05  001_18h05
917  HUI  05  001_18h10
918  HUI  05  001_18h15
919  HUI  05  001_21h00
920  HUI  05  001_21h05
921  HUI  05  001_21h10
922  HUI  05  001_21h15
923  PQC  01  001_08h40
924  PQC  01  001_08h45
925  PQC  01  001_10h45
926  PQC  01  001_10h50
927  PQC  01  001_12h30
928  PQC  01  001_12h35
929  PQC  01  001_12h55
930  PQC  01  001_13h00
931  PQC  01  001_13h10
932  PQC  01  001_13h25
933  PQC  01  001_14h50
934  PQC  01  001_14h55
935  PQC  01  001_15h15
936  PQC  01  001_15h20
937  PQC  01  001_17h45
938  PQC  01  001_17h50
939  PQC  01  001_20h30
940  PQC  01  001_20h35
941  PQC  02  001_08h40
942  PQC  02  001_08h45
943  PQC  02  001_10h45
944  PQC  02  001_10h50
945  PQC  02  001_12h30
946  PQC  02  001_12h35
947  PQC  02  001_12h55
948  PQC  02  001_13h00
949  PQC  02  001_13h10
950  PQC  02  001_13h25
951  PQC  02  001_14h50
952  PQC  02  001_14h55
953  PQC  02  001_15h15
954  PQC  02  001_15h20
955  PQC  02  001_17h45
956  PQC  02  001_17h50
957  PQC  02  001_20h30
958  PQC  02  001_20h35
959  PQC  03  001_08h40
960  PQC  03  001_08h45
961  PQC  03  001_10h45
962  PQC  03  001_10h50
963  PQC  03  001_12h30
964  PQC  03  001_12h35
965  PQC  03  001_12h55
966  PQC  03  001_13h00
967  PQC  03  001_13h10
968  PQC  03  001_13h25
969  PQC  03  001_14h50
970  PQC  03  001_14h55
971  PQC  03  001_15h15
972  PQC  03  001_15h20
973  PQC  03  001_17h45
974  PQC  03  001_17h50
975  PQC  03  001_20h30
976  PQC  03  001_20h35
977  PQC  04  001_08h40
978  PQC  04  001_08h45
979  PQC  04  001_10h45
980  PQC  04  001_10h50
981  PQC  04  001_12h30
982  PQC  04  001_12h35
983  PQC  04  001_12h55
984  PQC  04  001_13h00
985  PQC  04  001_13h10
986  PQC  04  001_13h25
987  PQC  04  001_14h50
988  PQC  04  001_14h55
989  PQC  04  001_15h15
990  PQC  04  001_15h20
991  PQC  04  001_17h45
992  PQC  04  001_17h50
993  PQC  04  001_20h30
994  PQC  04  001_20h35
